,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
15022,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-18,0.0,,27.4,23.2
15023,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-19,0.5,,27.2,21.8
15024,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-20,7.1,,26.6,20.0
15025,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-21,0.0,,26.6,18.4
15026,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-22,0.3,,26.6,18.9
15027,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-23,0.0,,26.1,18.4
15028,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-24,11.9,,23.7,18.3
15029,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-25,1.8,,23.8,17.1
15030,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-26,0.0,,24.3,18.2
15031,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-27,5.1,,25.1,17.8
15032,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-02-28,4.6,,26.7,18.4
15033,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-01,0.0,,26.9,17.7
15034,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-02,0.0,,25.5,18.3
15035,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-03,17.5,,23.4,18.3
15036,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-04,0.0,,24.4,18.9
15037,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-05,1.0,,24.0,18.2
15038,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-06,6.1,,24.5,17.4
15039,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-07,1.8,,24.6,19.1
15040,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-08,2.8,,25.7,17.9
15041,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-09,0.0,,25.6,16.1
15042,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-10,0.0,,26.1,18.1
